Cells,Neurons,Excitatory,Inhibitory,REST,PV+,SST+,VIP+,Glia,Oligodendrocytes,Astrocytes,Microglia
1380708,465259,301973,163286,73770,36328,30289,22899,915449,527419,135943,252087,
